PortMonitor,Status,Kwh,LastReading,LastGoodPacket,FWver
400A29D2,Initial/Latest kWh 0 / 27.1650,Normal,Last Reading: 27.1650 - 11/30/2022 8:33:08 AM,11/30/2022 8:33:27 AM,Connected,Magno Grid - E223,01.00.03
400A29D4,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:41:07 PM,Connected,Magno Grid - E223,01.00.03
400A29D6,Initial/Latest kWh 0 / 8.25,Normal,Last Reading: 8.2500 - 11/30/2022 4:08:16 PM,11/30/2022 4:08:42 PM,Connected,Magno Grid - E223,01.00.03
400A29D8,Initial/Latest kWh 0 / 7.6410,Normal,Last Reading: 7.6410 - 11/30/2022 7:55:36 PM,11/30/2022 7:56:02 PM,Connected,Magno Grid - E223,01.00.06
400A29DA,Initial/Latest kWh 0 / 8.0370,Normal,Last Reading: 8.0370 - 11/30/2022 8:03:36 AM,11/30/2022 8:03:55 AM,Connected,Magno Grid - E223,01.00.03
400A29DC,Initial/Latest kWh 0 / 7.0940,Normal,Last Reading: 7.0940 - 11/30/2022 6:53:35 PM,11/30/2022 6:53:58 PM,Connected,Magno Grid - E223,01.00.03
400A29DE,Initial/Latest kWh 0 / 7.7370,Normal,Last Reading: 7.7370 - 11/30/2022 8:55:37 PM,11/30/2022 8:55:55 PM,Connected,Magno Grid - E223,01.00.06
400A29E0,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:41:33 PM,Connected,Magno Grid - E223,01.00.03
400A29E2,Initial/Latest kWh 0 / 7.4570,Normal,Last Reading: 7.4570 - 11/30/2022 4:55:37 PM,11/30/2022 4:56:04 PM,Connected,Magno Grid - E223,01.00.06
400A29E4,Initial/Latest kWh 0 / 7.4780,Normal,Last Reading: 7.4780 - 11/30/2022 5:55:38 PM,11/30/2022 5:56:01 PM,Connected,Magno Grid - E223,01.00.06
400A29E6,Initial/Latest kWh 0 / 7.1180,Normal,Last Reading: 7.1180 - 11/30/2022 7:53:35 PM,11/30/2022 7:53:57 PM,Connected,Magno Grid - E223,01.00.03
400A29E8,Initial/Latest kWh 0 / 7.2690,Normal,Last Reading: 7.2690 - 11/30/2022 8:29:57 PM,11/30/2022 8:30:23 PM,Connected,Magno Grid - E223,01.00.03
400A29EA,Initial/Latest kWh 0 / 7.6260,Normal,Last Reading: 7.6260 - 11/30/2022 3:55:37 PM,11/30/2022 3:56:00 PM,Connected,Magno Grid - E223,01.00.06
400A29EC,Initial/Latest kWh 0 / 7.25,Normal,Last Reading: 7.2500 - 11/30/2022 7:38:31 PM,11/30/2022 7:38:51 PM,Connected,Magno Grid - E223,01.00.03
400A29EE,Initial/Latest kWh 0 / 5.8670,Normal,Last Reading: 5.8670 - 11/30/2022 4:12:52 PM,11/30/2022 4:13:16 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F0,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/30/2022 5:27:05 PM,11/30/2022 5:27:26 PM,Connected,Magno Grid - E223,01.00.03
400A29F2,Initial/Latest kWh 0 / 23.2640,Normal,Last Reading: 23.2640 - 11/23/2022 10:16:47 AM,11/25/2022 4:42:30 PM,Connected,Magno Grid - E223,01.00.03
400A29F4,Initial/Latest kWh 0 / 22.9050,Normal,Last Reading: 22.9050 - 11/23/2022 9:40:46 AM,11/25/2022 4:39:41 PM,Connected,Magno Grid - E223,01.00.03
400A29F8,Initial/Latest kWh 0 / 8.1050,Normal,Last Reading: 8.1050 - 11/30/2022 12:08:21 PM,11/30/2022 12:08:45 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,Initial/Latest kWh 0 / 8.4840,Normal,Last Reading: 8.4840 - 11/30/2022 11:08:21 AM,11/30/2022 11:08:38 AM,Connected,Magno Grid - E223,01.00.03
400A29FE,Initial/Latest kWh 0 / 7.2320,Normal,Last Reading: 7.2320 - 11/30/2022 9:21:21 PM,11/30/2022 9:21:42 PM,Connected,Magno Grid - E223,01.00.03
400A2A00,Initial/Latest kWh 0 / 7.1390,Normal,Last Reading: 7.1390 - 11/30/2022 3:53:36 PM,11/30/2022 3:53:59 PM,Connected,Magno Grid - E223,01.00.03
400A2A02,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:40:38 PM,Connected,Magno Grid - E223,01.00.03
400A2A04,Initial/Latest kWh 0 / 8.4820,Normal,Last Reading: 8.4820 - 11/30/2022 5:03:52 PM,11/30/2022 5:04:13 PM,Connected,Magno Grid - E234,01.00.03
400A2A06,Initial/Latest kWh 0 / 8.5760,Normal,Last Reading: 8.5760 - 11/30/2022 6:33:53 PM,11/30/2022 6:34:18 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/30/2022 7:51:04 PM,11/30/2022 7:51:18 PM,Connected,Magno Grid - E234,01.00.03
400A2A0E,Initial/Latest kWh 0 / 10.6270,Normal,Last Reading: 10.6270 - 11/30/2022 4:53:36 PM,11/30/2022 4:54:02 PM,Connected,Magno Grid - E234,01.00.03
400A2A10,Initial/Latest kWh 0 / 12.5550,Normal,Last Reading: 12.5550 - 11/30/2022 7:08:22 AM,11/30/2022 7:08:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,Initial/Latest kWh 0 / 10.5140,Normal,Last Reading: 10.5140 - 11/30/2022 7:04:34 AM,11/30/2022 7:04:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A18,Initial/Latest kWh 0 / 8.4190,Normal,Last Reading: 8.4190 - 11/30/2022 7:40:30 PM,11/30/2022 7:40:56 PM,Connected,Magno Grid - E234,01.00.03
400A2A1A,Initial/Latest kWh 0 / 10.4520,Normal,Last Reading: 10.4520 - 11/30/2022 11:34:33 AM,11/30/2022 11:34:58 AM,Connected,Magno Grid - E234,01.00.03
400A2A1C,Initial/Latest kWh 0 / 40.9020,Normal,Last Reading: 40.9020 - 11/30/2022 8:56:26 PM,11/30/2022 8:56:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A1E,Initial/Latest kWh 0 / 10.8350,Normal,Last Reading: 10.8350 - 11/30/2022 9:10:30 PM,11/30/2022 9:10:56 PM,Connected,Magno Grid - E234,01.00.03
400A2A22,Initial/Latest kWh 0 / 10.2970,Normal,Last Reading: 10.2970 - 11/30/2022 8:34:34 AM,11/30/2022 8:34:56 AM,Connected,Magno Grid - E234,01.00.03
400A2A24,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:39:37 PM,Connected,Magno Grid - E234,01.00.03
400A2A2A,Initial/Latest kWh 0 / 14.0220,Normal,Last Reading: 14.0220 - 11/30/2022 8:08:22 AM,11/30/2022 8:08:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,Initial/Latest kWh 0 / 4.1780,Normal,Last Reading: 4.1780 - 11/23/2022 12:58:46 PM,11/25/2022 4:42:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,Initial/Latest kWh 0 / 11.4340,Normal,Last Reading: 11.4340 - 11/30/2022 9:14:07 AM,11/30/2022 9:14:27 AM,Connected,Magno Grid - E234,01.00.03
400A2A32,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/30/2022 9:03:04 PM,11/30/2022 9:03:20 PM,Connected,Magno Grid - E234,01.00.03
400A2A34,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/30/2022 4:15:05 PM,11/30/2022 4:15:25 PM,Connected,Magno Grid - E234,01.00.03
400A2A36,Initial/Latest kWh 0 / 4.1280,Normal,Last Reading: 4.1280 - 11/23/2022 11:58:45 AM,11/25/2022 4:41:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A38,Initial/Latest kWh 0 / 3.9890,Normal,Last Reading: 3.9890 - 11/23/2022 10:58:45 AM,11/25/2022 4:40:42 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,Initial/Latest kWh 0 / 10.7260,Normal,Last Reading: 10.7260 - 11/30/2022 4:39:22 PM,11/30/2022 4:39:51 PM,Connected,Magno Grid - E234,01.00.03
400A2A46,Initial/Latest kWh 0 / 10.6030,Normal,Last Reading: 10.6030 - 11/30/2022 6:10:35 PM,11/30/2022 6:11:02 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,Initial/Latest kWh 0 / 10.52,Normal,Last Reading: 10.5200 - 11/30/2022 7:15:47 PM,11/30/2022 7:16:14 PM,Connected,Magno Grid - E234,01.00.03
400A2A4A,Initial/Latest kWh 0 / 10.6490,Normal,Last Reading: 10.6490 - 11/30/2022 4:40:31 PM,11/30/2022 4:40:44 PM,Connected,Magno Grid - E234,01.00.03
400A2A4C,Initial/Latest kWh 0 / 7.3490,Normal,Last Reading: 7.3490 - 11/30/2022 8:53:36 PM,11/30/2022 8:53:59 PM,Connected,Magno Grid - E223,01.00.03
400A2A52,Initial/Latest kWh 0 /,Normal,Last Reading:,11/28/2022 8:28:54 AM,Connected,Magno Grid - E223,01.00.03
400A2A54,Initial/Latest kWh 0 / 10.2730,Normal,Last Reading: 10.2730 - 11/30/2022 4:04:33 AM,11/30/2022 4:04:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A4E,Initial/Latest kWh 0 / 32.4780,Normal,Last Reading: 32.4780 - 11/30/2022 7:18:51 PM,11/30/2022 7:19:15 PM,Disconnected,Magno Grid - E223,01.00.03
400A2A50,Initial/Latest kWh 0 / 32.1070,Normal,Last Reading: 32.1070 - 11/30/2022 9:18:52 PM,11/30/2022 9:19:10 PM,Disconnected,Magno Grid - E223,01.00.03
400A29F6,Initial/Latest kWh 0 / 31.8150,Normal,Last Reading: 31.8150 - 11/30/2022 10:18:52 PM,11/30/2022 10:19:05 PM,Disconnected,Magno Grid - E223,01.00.03
400A29FA,Initial/Latest kWh 0 / 31.6930,Normal,Last Reading: 31.6930 - 11/30/2022 5:18:52 PM,11/30/2022 5:19:21 PM,Disconnected,Magno Grid - E223,01.00.03
400A2A3C,Initial/Latest kWh 0 / 48.43,Normal,Last Reading: 48.4300 - 11/30/2022 6:18:53 PM,11/30/2022 6:19:14 PM,Disconnected,Magno Grid - E234,01.00.03
