PortMonitor,Status,Kwh,LastReading,LastGoodPacket,FWver
400A29D4,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:41:07 PM,Connected,Magno Grid - E223,01.00.03
400A29D6,Initial/Latest kWh 0 / 8.6990,Normal,Last Reading: 8.6990 - 12/1/2022 10:07:55 AM,12/1/2022 10:08:13 AM,Connected,Magno Grid - E223,01.00.03
400A29D8,Initial/Latest kWh 0 / 7.9410,Normal,Last Reading: 7.9410 - 12/1/2022 7:55:36 AM,12/1/2022 7:55:49 AM,Connected,Magno Grid - E223,01.00.06
400A29DA,Initial/Latest kWh 0 / 8.0370,Normal,Last Reading: 8.0370 - 11/30/2022 8:03:36 AM,11/30/2022 8:03:55 AM,Connected,Magno Grid - E223,01.00.03
400A29DC,Initial/Latest kWh 0 / 7.3940,Normal,Last Reading: 7.3940 - 12/1/2022 6:53:35 AM,12/1/2022 6:53:57 AM,Connected,Magno Grid - E223,01.00.03
400A29DE,Initial/Latest kWh 0 / 8.0390,Normal,Last Reading: 8.0390 - 12/1/2022 8:55:37 AM,12/1/2022 8:55:56 AM,Connected,Magno Grid - E223,01.00.06
400A29E0,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:41:33 PM,Connected,Magno Grid - E223,01.00.03
400A29E2,Initial/Latest kWh 0 / 7.9010,Normal,Last Reading: 7.9010 - 12/1/2022 10:55:37 AM,12/1/2022 10:56:07 AM,Connected,Magno Grid - E223,01.00.06
400A29E4,Initial/Latest kWh 0 / 7.9210,Normal,Last Reading: 7.9210 - 12/1/2022 11:55:38 AM,12/1/2022 11:55:57 AM,Connected,Magno Grid - E223,01.00.06
400A29E6,Initial/Latest kWh 0 / 7.4180,Normal,Last Reading: 7.4180 - 12/1/2022 7:53:35 AM,12/1/2022 7:53:55 AM,Connected,Magno Grid - E223,01.00.03
400A29E8,Initial/Latest kWh 0 / 7.5750,Normal,Last Reading: 7.5750 - 12/1/2022 8:29:46 AM,12/1/2022 8:30:02 AM,Connected,Magno Grid - E223,01.00.03
400A29EA,Initial/Latest kWh 0 / 8.0810,Normal,Last Reading: 8.0810 - 12/1/2022 9:55:37 AM,12/1/2022 9:55:54 AM,Connected,Magno Grid - E223,01.00.06
400A29EC,Initial/Latest kWh 0 / 7.5570,Normal,Last Reading: 7.5570 - 12/1/2022 7:38:21 AM,12/1/2022 7:38:39 AM,Connected,Magno Grid - E223,01.00.03
400A29EE,Initial/Latest kWh 0 / 5.8670,Normal,Last Reading: 5.8670 - 12/1/2022 10:12:37 AM,12/1/2022 10:13:07 AM,Disconnected,Magno Grid - E223,01.00.03
400A29F0,Initial/Latest kWh 0 /,Normal,Last Reading: - 12/1/2022 11:27:06 AM,12/1/2022 11:27:31 AM,Connected,Magno Grid - E223,01.00.03
400A29F2,Initial/Latest kWh 0 / 23.2640,Normal,Last Reading: 23.2640 - 11/23/2022 10:16:47 AM,11/25/2022 4:42:30 PM,Connected,Magno Grid - E223,01.00.03
400A29F4,Initial/Latest kWh 0 / 22.9050,Normal,Last Reading: 22.9050 - 11/23/2022 9:40:46 AM,11/25/2022 4:39:41 PM,Connected,Magno Grid - E223,01.00.03
400A29F8,Initial/Latest kWh 0 / 8.1050,Normal,Last Reading: 8.1050 - 11/30/2022 12:08:21 PM,11/30/2022 12:08:45 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,Initial/Latest kWh 0 / 8.4840,Normal,Last Reading: 8.4840 - 11/30/2022 11:08:21 AM,11/30/2022 11:08:38 AM,Connected,Magno Grid - E223,01.00.03
400A29FE,Initial/Latest kWh 0 / 7.5360,Normal,Last Reading: 7.5360 - 12/1/2022 9:21:11 AM,12/1/2022 9:21:26 AM,Connected,Magno Grid - E223,01.00.03
400A2A00,Initial/Latest kWh 0 / 7.5980,Normal,Last Reading: 7.5980 - 12/1/2022 9:53:36 AM,12/1/2022 9:53:53 AM,Connected,Magno Grid - E223,01.00.03
400A2A02,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:40:38 PM,Connected,Magno Grid - E223,01.00.03
400A2A04,Initial/Latest kWh 0 / 9.1630,Normal,Last Reading: 9.1630 - 12/1/2022 11:03:52 AM,12/1/2022 11:04:05 AM,Connected,Magno Grid - E234,01.00.03
400A2A06,Initial/Latest kWh 0 / 9.2610,Normal,Last Reading: 9.2610 - 12/1/2022 12:33:53 PM,12/1/2022 12:34:16 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,Initial/Latest kWh 0 /,Normal,Last Reading: - 12/1/2022 7:51:04 AM,12/1/2022 7:51:20 AM,Connected,Magno Grid - E234,01.00.03
400A2A0E,Initial/Latest kWh 0 / 11.3060,Normal,Last Reading: 11.3060 - 12/1/2022 10:53:36 AM,12/1/2022 10:53:57 AM,Connected,Magno Grid - E234,01.00.03
400A2A10,Initial/Latest kWh 0 / 12.5550,Normal,Last Reading: 12.5550 - 11/30/2022 7:08:22 AM,11/30/2022 7:08:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,Initial/Latest kWh 0 / 10.5140,Normal,Last Reading: 10.5140 - 11/30/2022 7:04:34 AM,11/30/2022 7:04:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A18,Initial/Latest kWh 0 / 8.8650,Normal,Last Reading: 8.8650 - 12/1/2022 7:40:30 AM,12/1/2022 7:40:43 AM,Connected,Magno Grid - E234,01.00.03
400A2A1A,Initial/Latest kWh 0 / 10.4520,Normal,Last Reading: 10.4520 - 11/30/2022 11:34:33 AM,11/30/2022 11:34:58 AM,Connected,Magno Grid - E234,01.00.03
400A2A1C,Initial/Latest kWh 0 / 41.35,Normal,Last Reading: 41.3500 - 12/1/2022 8:56:27 AM,12/1/2022 8:56:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A1E,Initial/Latest kWh 0 / 11.29,Normal,Last Reading: 11.2900 - 12/1/2022 9:10:30 AM,12/1/2022 9:10:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A22,Initial/Latest kWh 0 / 10.2970,Normal,Last Reading: 10.2970 - 11/30/2022 8:34:34 AM,11/30/2022 8:34:56 AM,Connected,Magno Grid - E234,01.00.03
400A2A24,Initial/Latest kWh 0 /,Normal,Last Reading:,11/25/2022 4:39:37 PM,Connected,Magno Grid - E234,01.00.03
400A2A2A,Initial/Latest kWh 0 / 14.0220,Normal,Last Reading: 14.0220 - 11/30/2022 8:08:22 AM,11/30/2022 8:08:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,Initial/Latest kWh 0 / 4.1780,Normal,Last Reading: 4.1780 - 11/23/2022 12:58:46 PM,11/25/2022 4:42:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,Initial/Latest kWh 0 / 11.4340,Normal,Last Reading: 11.4340 - 11/30/2022 9:14:07 AM,11/30/2022 9:14:27 AM,Connected,Magno Grid - E234,01.00.03
400A2A32,Initial/Latest kWh 0 /,Normal,Last Reading: - 12/1/2022 9:03:05 AM,12/1/2022 9:03:22 AM,Connected,Magno Grid - E234,01.00.03
400A2A34,Initial/Latest kWh 0 /,Normal,Last Reading: - 12/1/2022 10:15:05 AM,12/1/2022 10:15:35 AM,Connected,Magno Grid - E234,01.00.03
400A2A36,Initial/Latest kWh 0 / 4.1280,Normal,Last Reading: 4.1280 - 11/23/2022 11:58:45 AM,11/25/2022 4:41:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A38,Initial/Latest kWh 0 / 3.9890,Normal,Last Reading: 3.9890 - 11/23/2022 10:58:45 AM,11/25/2022 4:40:42 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,Initial/Latest kWh 0 / 11.4130,Normal,Last Reading: 11.4130 - 12/1/2022 10:39:22 AM,12/1/2022 10:39:44 AM,Connected,Magno Grid - E234,01.00.03
400A2A46,Initial/Latest kWh 0 / 11.2770,Normal,Last Reading: 11.2770 - 12/1/2022 12:10:31 PM,12/1/2022 12:10:47 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,Initial/Latest kWh 0 / 10.9640,Normal,Last Reading: 10.9640 - 12/1/2022 7:15:47 AM,12/1/2022 7:16:06 AM,Connected,Magno Grid - E234,01.00.03
400A2A4A,Initial/Latest kWh 0 / 11.3290,Normal,Last Reading: 11.3290 - 12/1/2022 10:40:31 AM,12/1/2022 10:40:57 AM,Connected,Magno Grid - E234,01.00.03
400A2A4C,Initial/Latest kWh 0 / 7.6580,Normal,Last Reading: 7.6580 - 12/1/2022 8:53:36 AM,12/1/2022 8:53:55 AM,Connected,Magno Grid - E223,01.00.03
400A2A52,Initial/Latest kWh 0 /,Normal,Last Reading:,11/28/2022 8:28:54 AM,Connected,Magno Grid - E223,01.00.03
400A2A54,Initial/Latest kWh 0 / 10.2730,Normal,Last Reading: 10.2730 - 11/30/2022 4:04:33 AM,11/30/2022 4:04:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A4E,Initial/Latest kWh 0 / 32.7810,Normal,Last Reading: 32.7810 - 12/1/2022 7:18:51 AM,12/1/2022 7:19:02 AM,Disconnected,Magno Grid - E223,01.00.03
400A2A50,Initial/Latest kWh 0 / 32.4070,Normal,Last Reading: 32.4070 - 12/1/2022 9:18:51 AM,12/1/2022 9:19:18 AM,Disconnected,Magno Grid - E223,01.00.03
400A29F6,Initial/Latest kWh 0 / 32.1110,Normal,Last Reading: 32.1110 - 12/1/2022 10:18:52 AM,12/1/2022 10:19:13 AM,Disconnected,Magno Grid - E223,01.00.03
400A29FA,Initial/Latest kWh 0 / 31.9890,Normal,Last Reading: 31.9890 - 12/1/2022 5:18:52 AM,12/1/2022 5:19:17 AM,Disconnected,Magno Grid - E223,01.00.03
400A2A3C,Initial/Latest kWh 0 / 49.1110,Normal,Last Reading: 49.1110 - 12/1/2022 12:18:52 PM,12/1/2022 12:19:08 PM,Disconnected,Magno Grid - E234,01.00.03
