ID,PortMonitor,Status,Kwh,LastReading,LastGoodPacket,ReleStatus,Model,FWver
00AA00E7,,Normal,Initial/Latest kWh 0 / 22.9790,Last Reading: 22.9790 - 12/20/2022 10:15:49 AM,12/20/2022 10:16:13 AM,Connected,Magno Grid - E212,01.00.03
00AA00E9,,Normal,Initial/Latest kWh 0 / 36.10,Last Reading: 36.1000 - 12/20/2022 9:32:26 AM,12/20/2022 9:32:53 AM,Connected,Magno Grid - E212,01.00.03
00AA00EB,,Normal,Initial/Latest kWh 0 / 23.9150,Last Reading: 23.9150 - 12/20/2022 6:27:22 AM,12/20/2022 6:27:38 AM,Connected,Magno Grid - E212,01.00.03
00AA00F1,,Normal,Initial/Latest kWh 0 / 12.5320,Last Reading: 12.5320 - 12/20/2022 9:51:22 AM,12/20/2022 9:51:36 AM,Connected,Magno Grid - E212,01.00.03
00AA00F5,,Normal,Initial/Latest kWh 0 / 20.2550,Last Reading: 20.2550 - 12/20/2022 8:53:37 AM,12/20/2022 8:53:59 AM,Connected,Magno Grid - E212,01.00.03
00AA00FD,,Normal,Initial/Latest kWh 0 / 35.8750,Last Reading: 35.8750 - 12/20/2022 5:52:27 AM,12/20/2022 5:52:45 AM,Connected,Magno Grid - E212,01.00.03
00AA00FF,,Normal,Initial/Latest kWh 0 / 21.8610,Last Reading: 21.8610 - 12/20/2022 6:27:16 AM,12/20/2022 6:27:38 AM,Connected,Magno Grid - E212,01.00.03
00AA0103,,Normal,Initial/Latest kWh 0 / 24.2010,Last Reading: 24.2010 - 12/20/2022 9:48:27 AM,12/20/2022 9:48:49 AM,Connected,Magno Grid - E212,01.00.03
00AA0105,,Normal,Initial/Latest kWh 0 / 36.0230,Last Reading: 36.0230 - 12/20/2022 9:39:49 AM,12/20/2022 9:40:13 AM,Connected,Magno Grid - E212,01.00.03
00AA0107,,Normal,Initial/Latest kWh 0 / 33.6830,Last Reading: 33.6830 - 12/20/2022 8:20:28 AM,12/20/2022 8:20:55 AM,Connected,Magno Grid - E212,01.00.03
00AA010F,,Normal,Initial/Latest kWh 0 / 34.5240,Last Reading: 34.5240 - 12/20/2022 6:40:45 AM,12/20/2022 6:41:04 AM,Connected,Magno Grid - E212,01.00.03
00AA0119,,Normal,Initial/Latest kWh 0 / 34.7730,Last Reading: 34.7730 - 12/20/2022 7:51:48 AM,12/20/2022 7:51:59 AM,Connected,Magno Grid - E212,01.00.03
00AA011B,,Normal,Initial/Latest kWh 0 / 22.5060,Last Reading: 22.5060 - 12/20/2022 8:53:36 AM,12/20/2022 8:53:54 AM,Connected,Magno Grid - E212,01.00.03
00AA011D,,Normal,Initial/Latest kWh 0 / 26.4860,Last Reading: 26.4860 - 12/20/2022 7:15:48 AM,12/20/2022 7:16:06 AM,Connected,Magno Grid - E212,01.00.03
00AA011F,,Normal,Initial/Latest kWh 0 / 34.3160,Last Reading: 34.3160 - 12/20/2022 9:08:44 AM,12/20/2022 9:09:06 AM,Connected,Magno Grid - E212,01.00.03
00AA0121,,Normal,Initial/Latest kWh 0 / 25.1780,Last Reading: 25.1780 - 12/20/2022 8:36:01 AM,12/20/2022 8:36:27 AM,Connected,Magno Grid - E212,01.00.03
00AA0129,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/20/2022 7:51:06 AM,12/20/2022 7:51:37 AM,Connected,Magno Grid - E212,01.00.03
00AA012B,,Normal,Initial/Latest kWh 0 / 25.7590,Last Reading: 25.7590 - 11/23/2022 9:58:47 AM,11/25/2022 4:41:42 PM,Connected,Magno Grid - E212,01.00.03
00AA0139,,Normal,Initial/Latest kWh 0 / 38.3660,Last Reading: 38.3660 - 11/23/2022 2:58:47 PM,11/25/2022 4:39:45 PM,Connected,Magno Grid - E212,01.00.03
00AA013B,,Normal,Initial/Latest kWh 0 / 26.1520,Last Reading: 26.1520 - 11/30/2022 8:36:19 AM,11/30/2022 8:36:41 AM,Connected,Magno Grid - E212,01.00.03
00AA0141,,Normal,Initial/Latest kWh 0 / 41.7760,Last Reading: 41.7760 - 12/20/2022 9:04:46 AM,12/20/2022 9:05:03 AM,Connected,Magno Grid - E212,01.00.03
00AA0143,,Normal,Initial/Latest kWh 0 / 26.5930,Last Reading: 26.5930 - 12/20/2022 7:30:37 AM,12/20/2022 7:30:57 AM,Connected,Magno Grid - E212,01.00.03
00AA0145,,Normal,Initial/Latest kWh 0 / 29.9810,Last Reading: 29.9810 - 11/30/2022 10:43:59 AM,11/30/2022 10:44:19 AM,Connected,Magno Grid - E212,01.00.03
00AA0147,,Normal,Initial/Latest kWh 0 / 44.4270,Last Reading: 44.4270 - 11/30/2022 12:22:09 PM,11/30/2022 12:22:30 PM,Connected,Magno Grid - E212,01.00.03
00AA0149,,Normal,Initial/Latest kWh 0 / 23.3750,Last Reading: 23.3750 - 12/20/2022 8:03:20 AM,12/20/2022 8:03:37 AM,Connected,Magno Grid - E212,01.00.03
00AA014B,,Normal,Initial/Latest kWh 0 / 25.40,Last Reading: 25.4000 - 11/30/2022 11:16:43 AM,11/30/2022 11:17:04 AM,Connected,Magno Grid - E212,01.00.03
00AA014D,,Normal,Initial/Latest kWh 0 / 21.8440,Last Reading: 21.8440 - 12/20/2022 9:41:27 AM,12/20/2022 9:41:44 AM,Connected,Magno Grid - E212,01.00.03
00AA014F,,Normal,Initial/Latest kWh 0 / 26.4230,Last Reading: 26.4230 - 12/20/2022 6:57:54 AM,12/20/2022 6:58:18 AM,Connected,Magno Grid - E212,01.00.03
00AA0151,,Normal,Initial/Latest kWh 0 / 49.0090,Last Reading: 49.0090 - 12/20/2022 8:28:45 AM,12/20/2022 8:29:12 AM,Connected,Magno Grid - E212,01.00.03
00AA0153,,Normal,Initial/Latest kWh 0 / 34.4870,Last Reading: 34.4870 - 11/30/2022 11:49:26 AM,11/30/2022 11:49:49 AM,Connected,Magno Grid - E212,01.00.03
00AA0155,,Normal,Initial/Latest kWh 0 / 29.2980,Last Reading: 29.2980 - 11/30/2022 10:08:21 AM,11/30/2022 10:08:45 AM,Connected,Magno Grid - E212,01.00.03
00AA0157,,Normal,Initial/Latest kWh 0 / 57.6660,Last Reading: 57.6660 - 12/20/2022 9:43:33 AM,12/20/2022 9:43:56 AM,Connected,Magno Grid - E212,01.00.03
00AA0159,,Normal,Initial/Latest kWh 0 / 16.8620,Last Reading: 16.8620 - 11/30/2022 6:58:10 AM,11/30/2022 6:58:33 AM,Connected,Magno Grid - E212,01.00.03
00AA015B,,Normal,Initial/Latest kWh 0 / 22.5360,Last Reading: 22.5360 - 12/20/2022 8:51:23 AM,12/20/2022 8:51:43 AM,Connected,Magno Grid - E212,01.00.03
00AA015E,,Normal,Initial/Latest kWh 0 / 23.4650,Last Reading: 23.4650 - 12/20/2022 7:48:12 AM,12/20/2022 7:48:36 AM,Connected,Magno Grid - E212,01.00.03
00AA0160,,Normal,Initial/Latest kWh 0 / 26.7550,Last Reading: 26.7550 - 12/20/2022 9:03:49 AM,12/20/2022 9:04:16 AM,Connected,Magno Grid - E212,01.00.03
00AA0162,,Normal,Initial/Latest kWh 0 / 22.8080,Last Reading: 22.8080 - 12/20/2022 11:21:23 AM,12/20/2022 11:21:41 AM,Connected,Magno Grid - E212,01.00.03
00AA019C,,Normal,Initial/Latest kWh 0 / 20.9190,Last Reading: 20.9190 - 12/20/2022 11:21:43 AM,12/20/2022 11:22:06 AM,Connected,Magno Grid - E212,01.00.03
00AA01A0,,Normal,Initial/Latest kWh 0 / 23.3930,Last Reading: 23.3930 - 12/20/2022 6:39:48 AM,12/20/2022 6:40:08 AM,Connected,Magno Grid - E212,01.00.03
00AA01A2,,Normal,Initial/Latest kWh 0 / 34.5020,Last Reading: 34.5020 - 12/20/2022 6:03:48 AM,12/20/2022 6:04:10 AM,Connected,Magno Grid - E212,01.00.03
00AA01A7,,Normal,Initial/Latest kWh 0 / 23.0160,Last Reading: 23.0160 - 12/20/2022 8:27:48 AM,12/20/2022 8:28:07 AM,Connected,Magno Grid - E212,01.00.03
00AA01A9,,Normal,Initial/Latest kWh 0 / 30.8370,Last Reading: 30.8370 - 12/20/2022 10:46:54 AM,12/20/2022 10:47:16 AM,Connected,Magno Grid - E212,01.00.03
00AA01AB,,Normal,Initial/Latest kWh 0 / 8.6960,Last Reading: 8.6960 - 12/20/2022 3:26:26 AM,12/20/2022 3:26:43 AM,Connected,Magno Grid - E212,01.00.03
00AA01AD,,Normal,Initial/Latest kWh 0 / 8.59,Last Reading: 8.5900 - 12/20/2022 10:31:46 AM,12/20/2022 10:32:09 AM,Connected,Magno Grid - E212,01.00.03
00AA01AF,,Normal,Initial/Latest kWh 0 / 26.9980,Last Reading: 26.9980 - 12/20/2022 10:48:27 AM,12/20/2022 10:48:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01B1,,Normal,Initial/Latest kWh 0 / 25.5180,Last Reading: 25.5180 - 12/20/2022 10:36:22 AM,12/20/2022 10:36:37 AM,Connected,Magno Grid - E212,01.00.03
00AA01B3,,Normal,Initial/Latest kWh 0 / 21.2580,Last Reading: 21.2580 - 12/20/2022 8:05:26 AM,12/20/2022 8:05:49 AM,Connected,Magno Grid - E212,01.00.03
00AA01B5,,Normal,Initial/Latest kWh 0 / 26.9070,Last Reading: 26.9070 - 12/20/2022 9:06:22 AM,12/20/2022 9:06:34 AM,Connected,Magno Grid - E212,01.00.03
00AA01B7,,Normal,Initial/Latest kWh 0 / 22.6520,Last Reading: 22.6520 - 12/20/2022 7:32:42 AM,12/20/2022 7:32:59 AM,Connected,Magno Grid - E212,01.00.03
00AA01B9,,Normal,Initial/Latest kWh 0 / 23.3930,Last Reading: 23.3930 - 12/20/2022 10:16:16 AM,12/20/2022 10:16:38 AM,Connected,Magno Grid - E212,01.00.03
00AA01BB,,Normal,Initial/Latest kWh 0 / 33.9550,Last Reading: 33.9550 - 12/20/2022 8:38:09 AM,12/20/2022 8:38:33 AM,Connected,Magno Grid - E212,01.00.03
00AA01BD,,Normal,Initial/Latest kWh 0 / 19.1760,Last Reading: 19.1760 - 12/20/2022 11:04:29 AM,12/20/2022 11:04:50 AM,Connected,Magno Grid - E212,01.00.03
00AA01BF,,Normal,Initial/Latest kWh 0 / 24.3630,Last Reading: 24.3630 - 12/20/2022 11:54:26 AM,12/20/2022 11:54:45 AM,Connected,Magno Grid - E212,01.00.03
00AA01C2,,Normal,Initial/Latest kWh 0 / 21.32,Last Reading: 21.3200 - 12/20/2022 10:49:00 AM,12/20/2022 10:49:17 AM,Connected,Magno Grid - E212,01.00.03
00AA01C4,,Normal,Initial/Latest kWh 0 / 34.2410,Last Reading: 34.2410 - 12/20/2022 9:50:07 AM,12/20/2022 9:50:25 AM,Connected,Magno Grid - E212,01.00.03
00AA01C6,,Normal,Initial/Latest kWh 0 / 27.2510,Last Reading: 27.2510 - 12/20/2022 11:27:47 AM,12/20/2022 11:28:06 AM,Connected,Magno Grid - E212,01.00.03
00AA01C8,,Normal,Initial/Latest kWh 0 / 25.9680,Last Reading: 25.9680 - 12/20/2022 9:14:06 AM,12/20/2022 9:14:30 AM,Connected,Magno Grid - E212,01.00.03
00AA01CA,,Normal,Initial/Latest kWh 0 / 23.30,Last Reading: 23.3000 - 12/20/2022 8:38:06 AM,12/20/2022 8:38:24 AM,Connected,Magno Grid - E212,01.00.03
00AA01D3,,Normal,Initial/Latest kWh 0 / 25.1760,Last Reading: 25.1760 - 12/20/2022 9:59:02 AM,12/20/2022 9:59:22 AM,Connected,Magno Grid - E212,01.00.03
00AA01D5,,Normal,Initial/Latest kWh 0 / 37.8760,Last Reading: 37.8760 - 12/20/2022 8:56:28 AM,12/20/2022 8:56:51 AM,Connected,Magno Grid - E212,01.00.03
00AA01D7,,Normal,Initial/Latest kWh 0 / 18.7050,Last Reading: 18.7050 - 11/30/2022 9:08:21 AM,11/30/2022 9:08:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01D9,,Normal,Initial/Latest kWh 0 / 22.7530,Last Reading: 22.7530 - 12/20/2022 11:18:28 AM,12/20/2022 11:18:48 AM,Connected,Magno Grid - E212,01.00.03
00AA01DB,,Normal,Initial/Latest kWh 0 / 21.4990,Last Reading: 21.4990 - 12/20/2022 6:59:59 AM,12/20/2022 7:00:19 AM,Connected,Magno Grid - E212,01.00.03
00AA01DF,,Normal,Initial/Latest kWh 0 / 21.8030,Last Reading: 21.8030 - 11/30/2022 12:25:20 PM,11/30/2022 12:25:32 PM,Connected,Magno Grid - E212,01.00.03
00AA01E1,,Normal,Initial/Latest kWh 0 / 26.2420,Last Reading: 26.2420 - 12/20/2022 11:51:22 AM,12/20/2022 11:51:38 AM,Connected,Magno Grid - E212,01.00.03
00AA01E3,,Normal,Initial/Latest kWh 0 / 23.7140,Last Reading: 23.7140 - 12/20/2022 11:15:21 AM,12/20/2022 11:15:36 AM,Connected,Magno Grid - E212,01.00.03
00AA01E5,,Normal,Initial/Latest kWh 0 / 23.3890,Last Reading: 23.3890 - 12/20/2022 10:39:21 AM,12/20/2022 10:39:34 AM,Connected,Magno Grid - E212,01.00.03
00AA01E7,,Normal,Initial/Latest kWh 0 / 16.45,Last Reading: 16.4500 - 11/30/2022 9:41:44 AM,11/30/2022 9:41:57 AM,Connected,Magno Grid - E212,01.00.03
00AA01E9,,Normal,Initial/Latest kWh 0 / 16.6190,Last Reading: 16.6190 - 11/30/2022 11:19:53 AM,11/30/2022 11:20:17 AM,Connected,Magno Grid - E212,01.00.03
00AA01EB,,Normal,Initial/Latest kWh 0 / 20.3490,Last Reading: 20.3490 - 11/30/2022 10:47:10 AM,11/30/2022 10:47:33 AM,Connected,Magno Grid - E212,01.00.03
00AA01ED,,Normal,Initial/Latest kWh 0 / 19.5320,Last Reading: 19.5320 - 11/30/2022 11:52:37 AM,11/30/2022 11:52:52 AM,Connected,Magno Grid - E212,01.00.03
00AA01EF,,Normal,Initial/Latest kWh 0 / 34.6940,Last Reading: 34.6940 - 11/30/2022 10:11:16 AM,11/30/2022 10:11:37 AM,Connected,Magno Grid - E212,01.00.03
00AA01F1,,Normal,Initial/Latest kWh 0 / 25.2370,Last Reading: 25.2370 - 12/20/2022 10:03:21 AM,12/20/2022 10:03:34 AM,Connected,Magno Grid - E212,01.00.03
00AA01F3,,Normal,Initial/Latest kWh 0 / 23.8910,Last Reading: 23.8910 - 12/20/2022 9:27:21 AM,12/20/2022 9:27:39 AM,Connected,Magno Grid - E212,01.00.03
00AA01F5,,Normal,Initial/Latest kWh 0 / 33.0960,Last Reading: 33.0960 - 12/20/2022 7:44:28 AM,12/20/2022 7:44:52 AM,Connected,Magno Grid - E212,01.00.03
00AA01F7,,Normal,Initial/Latest kWh 0 / 29.1150,Last Reading: 29.1150 - 12/20/2022 8:18:29 AM,12/20/2022 8:18:49 AM,Connected,Magno Grid - E212,01.00.03
00AA01F9,,Normal,Initial/Latest kWh 0 / 38.9590,Last Reading: 38.9590 - 12/20/2022 6:48:28 AM,12/20/2022 6:48:50 AM,Connected,Magno Grid - E212,01.00.03
00AA01FC,,Normal,Initial/Latest kWh 0 / 31.7920,Last Reading: 31.7920 - 11/23/2022 1:58:46 PM,11/25/2022 4:40:17 PM,Connected,Magno Grid - E212,01.00.03
00AA01FE,,Normal,Initial/Latest kWh 0 / 27.3410,Last Reading: 27.3410 - 12/20/2022 8:48:29 AM,12/20/2022 8:48:55 AM,Connected,Magno Grid - E212,01.00.03
00AA0200,,Normal,Initial/Latest kWh 0 / 21.4730,Last Reading: 21.4730 - 12/20/2022 12:25:03 PM,12/20/2022 12:25:24 PM,Connected,Magno Grid - E212,01.00.03
00AA0204,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:57 PM,Connected,Magno Grid - E212,01.00.03
00AA0206,,Normal,Initial/Latest kWh 0 / 26.5880,Last Reading: 26.5880 - 12/20/2022 11:19:37 AM,12/20/2022 11:19:54 AM,Connected,Magno Grid - E212,01.00.03
00AA0208,,Normal,Initial/Latest kWh 0 / 43.5580,Last Reading: 43.5580 - 12/20/2022 10:52:46 AM,12/20/2022 10:53:10 AM,Connected,Magno Grid - E212,01.00.03
00AA020C,,Normal,Initial/Latest kWh 0 / 44.4880,Last Reading: 44.4880 - 12/20/2022 9:40:46 AM,12/20/2022 9:41:13 AM,Connected,Magno Grid - E212,01.00.03
00AA0214,,Normal,Initial/Latest kWh 0 / 12.9420,Last Reading: 12.9420 - 11/30/2022 10:14:27 AM,11/30/2022 10:14:52 AM,Connected,Magno Grid - E212,01.00.03
00AA0216,,Normal,Initial/Latest kWh 0 / 8.7620,Last Reading: 8.7620 - 12/20/2022 12:42:38 PM,12/20/2022 12:43:03 PM,Connected,Magno Grid - E212,01.00.03
00AA021C,,Normal,Initial/Latest kWh 0 / 31.4440,Last Reading: 31.4440 - 11/30/2022 6:54:59 AM,11/30/2022 6:55:23 AM,Connected,Magno Grid - E212,01.00.03
00AA021E,,Normal,Initial/Latest kWh 0 / 40.5790,Last Reading: 40.5790 - 12/20/2022 8:23:28 AM,12/20/2022 8:23:43 AM,Connected,Magno Grid - E212,01.00.03
00AA0222,,Normal,Initial/Latest kWh 0 / 25.8120,Last Reading: 25.8120 - 12/20/2022 11:48:28 AM,12/20/2022 11:48:50 AM,Connected,Magno Grid - E212,01.00.03
00AA0224,,Normal,Initial/Latest kWh 0 / 42.43,Last Reading: 42.4300 - 12/20/2022 10:18:51 AM,12/20/2022 10:19:10 AM,Connected,Magno Grid - E212,01.00.03
00AA0228,,Normal,Initial/Latest kWh 0 / 66.4670,Last Reading: 66.4670 - 12/20/2022 7:16:45 AM,12/20/2022 7:17:01 AM,Connected,Magno Grid - E212,01.00.03
00AA0232,,Normal,Initial/Latest kWh 0 / 34.3080,Last Reading: 34.3080 - 12/20/2022 1:08:27 PM,12/20/2022 1:08:42 PM,Connected,Magno Grid - E212,01.00.03
00AA0234,,Normal,Initial/Latest kWh 0 / 25.1380,Last Reading: 25.1380 - 12/20/2022 7:15:29 AM,12/20/2022 7:15:50 AM,Connected,Magno Grid - E212,01.00.03
00AA0236,,Normal,Initial/Latest kWh 0 / 8.9570,Last Reading: 8.9570 - 12/20/2022 11:37:12 AM,12/20/2022 11:37:33 AM,Connected,Magno Grid - E212,01.00.03
00AA0238,,Normal,Initial/Latest kWh 0 / 35.5960,Last Reading: 35.5960 - 12/20/2022 10:08:26 AM,12/20/2022 10:08:48 AM,Connected,Magno Grid - E212,01.00.03
00AA023A,,Normal,Initial/Latest kWh 0 / 33.2880,Last Reading: 33.2880 - 12/20/2022 10:44:26 AM,12/20/2022 10:44:44 AM,Connected,Magno Grid - E212,01.00.03
00AA023C,,Normal,Initial/Latest kWh 0 / 26.3470,Last Reading: 26.3470 - 12/20/2022 8:20:55 AM,12/20/2022 8:21:12 AM,Connected,Magno Grid - E212,01.00.03
00AA023E,,Normal,Initial/Latest kWh 0 / 30.8650,Last Reading: 30.8650 - 12/20/2022 12:32:27 PM,12/20/2022 12:32:49 PM,Connected,Magno Grid - E212,01.00.03
00AA0240,,Normal,Initial/Latest kWh 0 / 28.9970,Last Reading: 28.9970 - 11/30/2022 9:09:03 AM,11/30/2022 9:09:23 AM,Connected,Magno Grid - E212,01.00.03
00AA0244,,Normal,Initial/Latest kWh 0 / 37.14,Last Reading: 37.1400 - 12/20/2022 8:02:06 AM,12/20/2022 8:02:17 AM,Connected,Magno Grid - E212,01.00.03
00AA024A,,Normal,Initial/Latest kWh 0 / 22.6780,Last Reading: 22.6780 - 12/20/2022 7:39:22 AM,12/20/2022 7:39:50 AM,Connected,Magno Grid - E212,01.00.03
00AA024C,,Normal,Initial/Latest kWh 0 / 23.5570,Last Reading: 23.5570 - 12/20/2022 10:26:07 AM,12/20/2022 10:26:26 AM,Connected,Magno Grid - E212,01.00.03
00AA024E,,Normal,Initial/Latest kWh 0 / 25.78,Last Reading: 25.7800 - 12/20/2022 11:02:07 AM,12/20/2022 11:02:32 AM,Connected,Magno Grid - E212,01.00.03
00AA0250,,Normal,Initial/Latest kWh 0 / 31.1190,Last Reading: 31.1190 - 12/20/2022 1:18:28 PM,12/20/2022 1:18:55 PM,Connected,Magno Grid - E212,01.00.03
00AA0252,,Normal,Initial/Latest kWh 0 / 22.1370,Last Reading: 22.1370 - 12/20/2022 10:18:27 AM,12/20/2022 10:18:45 AM,Connected,Magno Grid - E212,01.00.03
00AA089E,,Normal,Initial/Latest kWh 0 / 27,Last Reading: 27.0000 - 12/20/2022 7:36:23 AM,12/20/2022 7:36:38 AM,Connected,Magno Grid - E223,01.00.03
00AA08A0,,Normal,Initial/Latest kWh 0 / 26.9950,Last Reading: 26.9950 - 12/20/2022 6:06:22 AM,12/20/2022 6:06:36 AM,Connected,Magno Grid - E223,01.00.03
00AA08A2,,Normal,Initial/Latest kWh 0 / 27.6980,Last Reading: 27.6980 - 12/20/2022 12:51:23 PM,12/20/2022 12:51:45 PM,Connected,Magno Grid - E223,01.00.03
00AA08A4,,Normal,Initial/Latest kWh 0 / 26.3750,Last Reading: 26.3750 - 12/20/2022 8:21:24 AM,12/20/2022 8:21:46 AM,Connected,Magno Grid - E223,01.00.03
00AA08A6,,Normal,Initial/Latest kWh 0 / 17.3750,Last Reading: 17.3750 - 12/20/2022 9:33:51 AM,12/20/2022 9:34:13 AM,Connected,Magno Grid - E223,01.00.03
00AA08A8,,Normal,Initial/Latest kWh 0 / 17.7270,Last Reading: 17.7270 - 12/20/2022 11:03:52 AM,12/20/2022 11:04:09 AM,Connected,Magno Grid - E223,01.00.03
00AA08AC,,Normal,Initial/Latest kWh 0 / 19.9280,Last Reading: 19.9280 - 12/20/2022 9:55:36 AM,12/20/2022 9:55:54 AM,Connected,Magno Grid - E223,01.00.06
00AA08B2,,Normal,Initial/Latest kWh 0 / 19.5880,Last Reading: 19.5880 - 12/20/2022 9:10:50 AM,12/20/2022 9:11:08 AM,Connected,Magno Grid - E223,01.00.03
00AA08B6,,Normal,Initial/Latest kWh 0 / 19.0820,Last Reading: 19.0820 - 12/20/2022 10:14:10 AM,12/20/2022 10:14:37 AM,Connected,Magno Grid - E223,01.00.03
