00AA00E9,,Normal,Initial/Latest kWh 0 / 34.5970,Last Reading: 34.5970 - 12/15/2022 9:32:26 AM,12/15/2022 9:32:37 AM,Connected,Magno Grid - E212,01.00.03
00AA00EB,,Normal,Initial/Latest kWh 0 / 22.4660,Last Reading: 22.4660 - 12/15/2022 12:27:22 PM,12/15/2022 12:27:44 PM,Connected,Magno Grid - E212,01.00.03
00AA00F1,,Normal,Initial/Latest kWh 0 / 11.0570,Last Reading: 11.0570 - 12/15/2022 9:51:22 AM,12/15/2022 9:51:41 AM,Connected,Magno Grid - E212,01.00.03
00AA00F5,,Normal,Initial/Latest kWh 0 / 18.8270,Last Reading: 18.8270 - 12/15/2022 2:53:37 PM,12/15/2022 2:54:04 PM,Connected,Magno Grid - E212,01.00.03
00AA00FD,,Normal,Initial/Latest kWh 0 / 34.4660,Last Reading: 34.4660 - 12/15/2022 12:27:23 PM,12/15/2022 12:27:41 PM,Connected,Magno Grid - E212,01.00.03
00AA00FF,,Normal,Initial/Latest kWh 0 / 20.4450,Last Reading: 20.4450 - 12/15/2022 12:29:29 PM,12/15/2022 12:29:56 PM,Connected,Magno Grid - E212,01.00.03
00AA0103,,Normal,Initial/Latest kWh 0 / 22.5810,Last Reading: 22.5810 - 12/14/2022 9:48:27 PM,12/14/2022 9:48:43 PM,Connected,Magno Grid - E212,01.00.03
00AA0105,,Normal,Initial/Latest kWh 0 / 34.50,Last Reading: 34.5000 - 12/15/2022 9:39:49 AM,12/15/2022 9:40:04 AM,Connected,Magno Grid - E212,01.00.03
00AA0107,,Normal,Initial/Latest kWh 0 / 32.2580,Last Reading: 32.2580 - 12/15/2022 2:20:28 PM,12/15/2022 2:20:58 PM,Connected,Magno Grid - E212,01.00.03
00AA010F,,Normal,Initial/Latest kWh 0 / 33.0420,Last Reading: 33.0420 - 12/15/2022 12:40:45 PM,12/15/2022 12:40:55 PM,Connected,Magno Grid - E212,01.00.03
00AA0119,,Normal,Initial/Latest kWh 0 / 33.3750,Last Reading: 33.3750 - 12/15/2022 1:51:48 PM,12/15/2022 1:52:08 PM,Connected,Magno Grid - E212,01.00.03
00AA011B,,Normal,Initial/Latest kWh 0 / 21.0640,Last Reading: 21.0640 - 12/15/2022 2:55:49 PM,12/15/2022 2:56:15 PM,Connected,Magno Grid - E212,01.00.03
00AA011D,,Normal,Initial/Latest kWh 0 / 25.0690,Last Reading: 25.0690 - 12/15/2022 1:15:48 PM,12/15/2022 1:16:10 PM,Connected,Magno Grid - E212,01.00.03
00AA011F,,Normal,Initial/Latest kWh 0 / 32.8680,Last Reading: 32.8680 - 12/15/2022 9:43:47 AM,12/15/2022 9:44:04 AM,Connected,Magno Grid - E212,01.00.03
00AA0121,,Normal,Initial/Latest kWh 0 / 23.7810,Last Reading: 23.7810 - 12/15/2022 3:10:57 PM,12/15/2022 3:11:13 PM,Connected,Magno Grid - E212,01.00.03
00AA0129,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/15/2022 1:51:06 PM,12/15/2022 1:51:26 PM,Connected,Magno Grid - E212,01.00.03
00AA012B,,Normal,Initial/Latest kWh 0 / 25.7590,Last Reading: 25.7590 - 11/23/2022 9:58:47 AM,11/25/2022 4:41:42 PM,Connected,Magno Grid - E212,01.00.03
00AA0139,,Normal,Initial/Latest kWh 0 / 38.3660,Last Reading: 38.3660 - 11/23/2022 2:58:47 PM,11/25/2022 4:39:45 PM,Connected,Magno Grid - E212,01.00.03
00AA013B,,Normal,Initial/Latest kWh 0 / 26.1520,Last Reading: 26.1520 - 11/30/2022 8:36:19 AM,11/30/2022 8:36:41 AM,Connected,Magno Grid - E212,01.00.03
00AA0141,,Normal,Initial/Latest kWh 0 / 40.3320,Last Reading: 40.3320 - 12/15/2022 3:04:46 PM,12/15/2022 3:05:08 PM,Connected,Magno Grid - E212,01.00.03
00AA0143,,Normal,Initial/Latest kWh 0 / 25.1830,Last Reading: 25.1830 - 12/15/2022 2:05:33 PM,12/15/2022 2:05:57 PM,Connected,Magno Grid - E212,01.00.03
00AA0145,,Normal,Initial/Latest kWh 0 / 29.9810,Last Reading: 29.9810 - 11/30/2022 10:43:59 AM,11/30/2022 10:44:19 AM,Connected,Magno Grid - E212,01.00.03
00AA0147,,Normal,Initial/Latest kWh 0 / 44.4270,Last Reading: 44.4270 - 11/30/2022 12:22:09 PM,11/30/2022 12:22:30 PM,Connected,Magno Grid - E212,01.00.03
00AA0149,,Normal,Initial/Latest kWh 0 / 21.9920,Last Reading: 21.9920 - 12/15/2022 2:38:16 PM,12/15/2022 2:38:42 PM,Connected,Magno Grid - E212,01.00.03
00AA014B,,Normal,Initial/Latest kWh 0 / 25.40,Last Reading: 25.4000 - 11/30/2022 11:16:43 AM,11/30/2022 11:17:04 AM,Connected,Magno Grid - E212,01.00.03
00AA014D,,Normal,Initial/Latest kWh 0 / 20.3660,Last Reading: 20.3660 - 12/15/2022 10:16:30 AM,12/15/2022 10:16:49 AM,Connected,Magno Grid - E212,01.00.03
00AA014F,,Normal,Initial/Latest kWh 0 / 25.0120,Last Reading: 25.0120 - 12/15/2022 1:32:50 PM,12/15/2022 1:33:11 PM,Connected,Magno Grid - E212,01.00.03
00AA0151,,Normal,Initial/Latest kWh 0 / 47.6490,Last Reading: 47.6490 - 12/15/2022 2:28:45 PM,12/15/2022 2:29:14 PM,Connected,Magno Grid - E212,01.00.03
00AA0153,,Normal,Initial/Latest kWh 0 / 34.4870,Last Reading: 34.4870 - 11/30/2022 11:49:26 AM,11/30/2022 11:49:49 AM,Connected,Magno Grid - E212,01.00.03
00AA0155,,Normal,Initial/Latest kWh 0 / 29.2980,Last Reading: 29.2980 - 11/30/2022 10:08:21 AM,11/30/2022 10:08:45 AM,Connected,Magno Grid - E212,01.00.03
00AA0157,,Normal,Initial/Latest kWh 0 / 56.1960,Last Reading: 56.1960 - 12/15/2022 9:45:54 AM,12/15/2022 9:46:06 AM,Connected,Magno Grid - E212,01.00.03
00AA0159,,Normal,Initial/Latest kWh 0 / 16.8620,Last Reading: 16.8620 - 11/30/2022 6:58:10 AM,11/30/2022 6:58:33 AM,Connected,Magno Grid - E212,01.00.03
00AA015B,,Normal,Initial/Latest kWh 0 / 21.1710,Last Reading: 21.1710 - 12/15/2022 2:51:23 PM,12/15/2022 2:51:52 PM,Connected,Magno Grid - E212,01.00.03
00AA015E,,Normal,Initial/Latest kWh 0 / 22.0350,Last Reading: 22.0350 - 12/15/2022 1:50:24 PM,12/15/2022 1:50:46 PM,Connected,Magno Grid - E212,01.00.03
00AA0160,,Normal,Initial/Latest kWh 0 / 25.3260,Last Reading: 25.3260 - 12/15/2022 3:03:49 PM,12/15/2022 3:04:10 PM,Connected,Magno Grid - E212,01.00.03
00AA0162,,Normal,Initial/Latest kWh 0 / 21.2880,Last Reading: 21.2880 - 12/15/2022 11:21:23 AM,12/15/2022 11:21:45 AM,Connected,Magno Grid - E212,01.00.03
00AA019C,,Normal,Initial/Latest kWh 0 / 19.4910,Last Reading: 19.4910 - 12/15/2022 11:24:03 AM,12/15/2022 11:24:31 AM,Connected,Magno Grid - E212,01.00.03
00AA01A0,,Normal,Initial/Latest kWh 0 / 21.9330,Last Reading: 21.9330 - 12/15/2022 12:39:48 PM,12/15/2022 12:40:04 PM,Connected,Magno Grid - E212,01.00.03
00AA01A2,,Normal,Initial/Latest kWh 0 / 33.1120,Last Reading: 33.1120 - 12/15/2022 12:03:47 PM,12/15/2022 12:04:05 PM,Connected,Magno Grid - E212,01.00.03
00AA01A7,,Normal,Initial/Latest kWh 0 / 21.5910,Last Reading: 21.5910 - 12/15/2022 2:27:48 PM,12/15/2022 2:28:04 PM,Connected,Magno Grid - E212,01.00.03
00AA01A9,,Normal,Initial/Latest kWh 0 / 29.3330,Last Reading: 29.3330 - 12/15/2022 11:21:57 AM,12/15/2022 11:22:16 AM,Connected,Magno Grid - E212,01.00.03
00AA01AB,,Normal,Initial/Latest kWh 0 / 7.3350,Last Reading: 7.3350 - 12/15/2022 3:28:32 PM,12/15/2022 3:28:55 PM,Connected,Magno Grid - E212,01.00.03
00AA01AD,,Normal,Initial/Latest kWh 0 / 7.11,Last Reading: 7.1100 - 12/15/2022 10:34:05 AM,12/15/2022 10:34:31 AM,Connected,Magno Grid - E212,01.00.03
00AA01AF,,Normal,Initial/Latest kWh 0 / 25.5160,Last Reading: 25.5160 - 12/15/2022 10:48:27 AM,12/15/2022 10:48:51 AM,Connected,Magno Grid - E212,01.00.03
00AA01B1,,Normal,Initial/Latest kWh 0 / 24.03,Last Reading: 24.0300 - 12/15/2022 10:36:22 AM,12/15/2022 10:36:35 AM,Connected,Magno Grid - E212,01.00.03
00AA01B3,,Normal,Initial/Latest kWh 0 / 19.8010,Last Reading: 19.8010 - 12/15/2022 2:07:39 PM,12/15/2022 2:08:11 PM,Connected,Magno Grid - E212,01.00.03
00AA01B5,,Normal,Initial/Latest kWh 0 / 25.4550,Last Reading: 25.4550 - 12/15/2022 3:06:22 PM,12/15/2022 3:06:39 PM,Connected,Magno Grid - E212,01.00.03
00AA01B7,,Normal,Initial/Latest kWh 0 / 21.2280,Last Reading: 21.2280 - 12/15/2022 1:34:56 PM,12/15/2022 1:35:24 PM,Connected,Magno Grid - E212,01.00.03
00AA01B9,,Normal,Initial/Latest kWh 0 / 21.9030,Last Reading: 21.9030 - 12/15/2022 10:18:37 AM,12/15/2022 10:18:53 AM,Connected,Magno Grid - E212,01.00.03
00AA01BB,,Normal,Initial/Latest kWh 0 / 32.5510,Last Reading: 32.5510 - 12/15/2022 2:40:22 PM,12/15/2022 2:40:42 PM,Connected,Magno Grid - E212,01.00.03
00AA01BD,,Normal,Initial/Latest kWh 0 / 17.6780,Last Reading: 17.6780 - 12/15/2022 11:06:49 AM,12/15/2022 11:07:04 AM,Connected,Magno Grid - E212,01.00.03
00AA01BF,,Normal,Initial/Latest kWh 0 / 22.85,Last Reading: 22.8500 - 12/15/2022 11:56:46 AM,12/15/2022 11:57:04 AM,Connected,Magno Grid - E212,01.00.03
00AA01C2,,Normal,Initial/Latest kWh 0 / 19.8170,Last Reading: 19.8170 - 12/15/2022 10:51:20 AM,12/15/2022 10:51:33 AM,Connected,Magno Grid - E212,01.00.03
00AA01C4,,Normal,Initial/Latest kWh 0 / 32.7110,Last Reading: 32.7110 - 12/15/2022 11:02:06 AM,12/15/2022 11:02:22 AM,Connected,Magno Grid - E212,01.00.03
00AA01C6,,Normal,Initial/Latest kWh 0 / 25.7110,Last Reading: 25.7110 - 12/15/2022 11:27:47 AM,12/15/2022 11:28:10 AM,Connected,Magno Grid - E212,01.00.03
00AA01C8,,Normal,Initial/Latest kWh 0 / 24.4710,Last Reading: 24.4710 - 12/15/2022 10:26:07 AM,12/15/2022 10:26:26 AM,Connected,Magno Grid - E212,01.00.03
00AA01CA,,Normal,Initial/Latest kWh 0 / 21.8610,Last Reading: 21.8610 - 12/15/2022 3:50:06 PM,12/15/2022 3:50:29 PM,Connected,Magno Grid - E212,01.00.03
00AA01D3,,Normal,Initial/Latest kWh 0 / 23.7660,Last Reading: 23.7660 - 12/15/2022 4:01:15 PM,12/15/2022 4:01:30 PM,Connected,Magno Grid - E212,01.00.03
00AA01D5,,Normal,Initial/Latest kWh 0 / 36.45,Last Reading: 36.4500 - 12/15/2022 2:56:28 PM,12/15/2022 2:56:54 PM,Connected,Magno Grid - E212,01.00.03
00AA01D7,,Normal,Initial/Latest kWh 0 / 18.7050,Last Reading: 18.7050 - 11/30/2022 9:08:21 AM,11/30/2022 9:08:42 AM,Connected,Magno Grid - E212,01.00.03
00AA01D9,,Normal,Initial/Latest kWh 0 / 21.2360,Last Reading: 21.2360 - 12/15/2022 11:18:28 AM,12/15/2022 11:18:45 AM,Connected,Magno Grid - E212,01.00.03
00AA01DB,,Normal,Initial/Latest kWh 0 / 20.1040,Last Reading: 20.1040 - 12/15/2022 1:02:12 PM,12/15/2022 1:02:28 PM,Connected,Magno Grid - E212,01.00.03
00AA01DF,,Normal,Initial/Latest kWh 0 / 21.8030,Last Reading: 21.8030 - 11/30/2022 12:25:20 PM,11/30/2022 12:25:32 PM,Connected,Magno Grid - E212,01.00.03
00AA01E1,,Normal,Initial/Latest kWh 0 / 24.7130,Last Reading: 24.7130 - 12/15/2022 11:51:22 AM,12/15/2022 11:51:46 AM,Connected,Magno Grid - E212,01.00.03
00AA01E3,,Normal,Initial/Latest kWh 0 / 22.1780,Last Reading: 22.1780 - 12/15/2022 11:15:21 AM,12/15/2022 11:15:43 AM,Connected,Magno Grid - E212,01.00.03
00AA01E5,,Normal,Initial/Latest kWh 0 / 21.9670,Last Reading: 21.9670 - 12/15/2022 4:39:21 PM,12/15/2022 4:39:42 PM,Connected,Magno Grid - E212,01.00.03
00AA01E7,,Normal,Initial/Latest kWh 0 / 16.45,Last Reading: 16.4500 - 11/30/2022 9:41:44 AM,11/30/2022 9:41:57 AM,Connected,Magno Grid - E212,01.00.03
00AA01E9,,Normal,Initial/Latest kWh 0 / 16.6190,Last Reading: 16.6190 - 11/30/2022 11:19:53 AM,11/30/2022 11:20:17 AM,Connected,Magno Grid - E212,01.00.03
00AA01EB,,Normal,Initial/Latest kWh 0 / 20.3490,Last Reading: 20.3490 - 11/30/2022 10:47:10 AM,11/30/2022 10:47:33 AM,Connected,Magno Grid - E212,01.00.03
00AA01ED,,Normal,Initial/Latest kWh 0 / 19.5320,Last Reading: 19.5320 - 11/30/2022 11:52:37 AM,11/30/2022 11:52:52 AM,Connected,Magno Grid - E212,01.00.03
00AA01EF,,Normal,Initial/Latest kWh 0 / 34.6940,Last Reading: 34.6940 - 11/30/2022 10:11:16 AM,11/30/2022 10:11:37 AM,Connected,Magno Grid - E212,01.00.03
00AA01F1,,Normal,Initial/Latest kWh 0 / 23.8340,Last Reading: 23.8340 - 12/15/2022 4:03:21 PM,12/15/2022 4:03:42 PM,Connected,Magno Grid - E212,01.00.03
00AA01F3,,Normal,Initial/Latest kWh 0 / 22.4390,Last Reading: 22.4390 - 12/15/2022 3:27:21 PM,12/15/2022 3:27:35 PM,Connected,Magno Grid - E212,01.00.03
00AA01F5,,Normal,Initial/Latest kWh 0 / 31.6820,Last Reading: 31.6820 - 12/15/2022 1:44:27 PM,12/15/2022 1:44:41 PM,Connected,Magno Grid - E212,01.00.03
00AA01F7,,Normal,Initial/Latest kWh 0 / 27.6750,Last Reading: 27.6750 - 12/15/2022 2:18:28 PM,12/15/2022 2:18:46 PM,Connected,Magno Grid - E212,01.00.03
00AA01F9,,Normal,Initial/Latest kWh 0 / 37.5490,Last Reading: 37.5490 - 12/15/2022 12:48:28 PM,12/15/2022 12:48:50 PM,Connected,Magno Grid - E212,01.00.03
00AA01FC,,Normal,Initial/Latest kWh 0 / 31.7920,Last Reading: 31.7920 - 11/23/2022 1:58:46 PM,11/25/2022 4:40:17 PM,Connected,Magno Grid - E212,01.00.03
00AA01FE,,Normal,Initial/Latest kWh 0 / 25.9330,Last Reading: 25.9330 - 12/15/2022 2:48:29 PM,12/15/2022 2:48:50 PM,Connected,Magno Grid - E212,01.00.03
00AA0200,,Normal,Initial/Latest kWh 0 / 19.9470,Last Reading: 19.9470 - 12/15/2022 7:00:14 AM,12/15/2022 7:00:30 AM,Connected,Magno Grid - E212,01.00.03
00AA0204,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:57 PM,Connected,Magno Grid - E212,01.00.03
00AA0206,,Normal,Initial/Latest kWh 0 / 25.0950,Last Reading: 25.0950 - 12/15/2022 11:54:40 AM,12/15/2022 11:55:09 AM,Connected,Magno Grid - E212,01.00.03
00AA0208,,Normal,Initial/Latest kWh 0 / 42.1470,Last Reading: 42.1470 - 12/15/2022 4:52:46 PM,12/15/2022 4:53:03 PM,Connected,Magno Grid - E212,01.00.03
00AA020C,,Normal,Initial/Latest kWh 0 / 43.0230,Last Reading: 43.0230 - 12/15/2022 3:40:46 PM,12/15/2022 3:41:03 PM,Connected,Magno Grid - E212,01.00.03
00AA0214,,Normal,Initial/Latest kWh 0 / 12.9420,Last Reading: 12.9420 - 11/30/2022 10:14:27 AM,11/30/2022 10:14:52 AM,Connected,Magno Grid - E212,01.00.03
00AA0216,,Normal,Initial/Latest kWh 0 / 7.2580,Last Reading: 7.2580 - 12/15/2022 12:44:58 PM,12/15/2022 12:45:18 PM,Connected,Magno Grid - E212,01.00.03
00AA021C,,Normal,Initial/Latest kWh 0 / 31.4440,Last Reading: 31.4440 - 11/30/2022 6:54:59 AM,11/30/2022 6:55:23 AM,Connected,Magno Grid - E212,01.00.03
00AA021E,,Normal,Initial/Latest kWh 0 / 39.1830,Last Reading: 39.1830 - 12/15/2022 2:25:03 PM,12/15/2022 2:25:23 PM,Connected,Magno Grid - E212,01.00.03
00AA0222,,Normal,Initial/Latest kWh 0 / 24.3330,Last Reading: 24.3330 - 12/15/2022 11:48:28 AM,12/15/2022 11:48:43 AM,Connected,Magno Grid - E212,01.00.03
00AA0224,,Normal,Initial/Latest kWh 0 / 41.0110,Last Reading: 41.0110 - 12/15/2022 4:18:51 PM,12/15/2022 4:19:05 PM,Connected,Magno Grid - E212,01.00.03
00AA0228,,Normal,Initial/Latest kWh 0 / 65.0110,Last Reading: 65.0110 - 12/15/2022 1:16:45 PM,12/15/2022 1:17:01 PM,Connected,Magno Grid - E212,01.00.03
00AA0232,,Normal,Initial/Latest kWh 0 / 32.8210,Last Reading: 32.8210 - 12/15/2022 1:08:27 PM,12/15/2022 1:08:54 PM,Connected,Magno Grid - E212,01.00.03
00AA0234,,Normal,Initial/Latest kWh 0 / 23.7110,Last Reading: 23.7110 - 12/15/2022 1:17:41 PM,12/15/2022 1:18:01 PM,Connected,Magno Grid - E212,01.00.03
00AA0236,,Normal,Initial/Latest kWh 0 / 7.4180,Last Reading: 7.4180 - 12/15/2022 11:39:32 AM,12/15/2022 11:39:57 AM,Connected,Magno Grid - E212,01.00.03
00AA0238,,Normal,Initial/Latest kWh 0 / 34.1580,Last Reading: 34.1580 - 12/15/2022 4:08:26 PM,12/15/2022 4:08:46 PM,Connected,Magno Grid - E212,01.00.03
00AA023A,,Normal,Initial/Latest kWh 0 / 31.8460,Last Reading: 31.8460 - 12/15/2022 4:44:26 PM,12/15/2022 4:44:46 PM,Connected,Magno Grid - E212,01.00.03
00AA023C,,Normal,Initial/Latest kWh 0 / 24.9740,Last Reading: 24.9740 - 12/15/2022 2:23:08 PM,12/15/2022 2:23:32 PM,Connected,Magno Grid - E212,01.00.03
00AA023E,,Normal,Initial/Latest kWh 0 / 29.4230,Last Reading: 29.4230 - 12/15/2022 12:32:27 PM,12/15/2022 12:32:55 PM,Connected,Magno Grid - E212,01.00.03
00AA0240,,Normal,Initial/Latest kWh 0 / 28.9970,Last Reading: 28.9970 - 11/30/2022 9:09:03 AM,11/30/2022 9:09:23 AM,Connected,Magno Grid - E212,01.00.03
00AA0244,,Normal,Initial/Latest kWh 0 / 35.7390,Last Reading: 35.7390 - 12/15/2022 3:14:06 PM,12/15/2022 3:14:25 PM,Connected,Magno Grid - E212,01.00.03
00AA024A,,Normal,Initial/Latest kWh 0 / 21.2860,Last Reading: 21.2860 - 12/15/2022 1:39:22 PM,12/15/2022 1:39:37 PM,Connected,Magno Grid - E212,01.00.03
00AA024C,,Normal,Initial/Latest kWh 0 / 22.1610,Last Reading: 22.1610 - 12/15/2022 5:38:07 PM,12/15/2022 5:38:29 PM,Connected,Magno Grid - E212,01.00.03
00AA024E,,Normal,Initial/Latest kWh 0 / 24.3050,Last Reading: 24.3050 - 12/15/2022 12:14:07 PM,12/15/2022 12:14:26 PM,Connected,Magno Grid - E212,01.00.03
00AA0250,,Normal,Initial/Latest kWh 0 / 29.6170,Last Reading: 29.6170 - 12/15/2022 1:18:28 PM,12/15/2022 1:18:52 PM,Connected,Magno Grid - E212,01.00.03
00AA0252,,Normal,Initial/Latest kWh 0 / 20.6530,Last Reading: 20.6530 - 12/15/2022 10:18:27 AM,12/15/2022 10:18:50 AM,Connected,Magno Grid - E212,01.00.03
00AA089E,,Normal,Initial/Latest kWh 0 / 24.1360,Last Reading: 24.1360 - 12/15/2022 1:36:23 PM,12/15/2022 1:36:45 PM,Connected,Magno Grid - E223,01.00.03
00AA08A0,,Normal,Initial/Latest kWh 0 / 24.1270,Last Reading: 24.1270 - 12/15/2022 12:06:23 PM,12/15/2022 12:06:41 PM,Connected,Magno Grid - E223,01.00.03
00AA08A2,,Normal,Initial/Latest kWh 0 / 24.62,Last Reading: 24.6200 - 12/15/2022 12:51:24 PM,12/15/2022 12:51:43 PM,Connected,Magno Grid - E223,01.00.03
00AA08A4,,Normal,Initial/Latest kWh 0 / 23.5770,Last Reading: 23.5770 - 12/15/2022 2:21:24 PM,12/15/2022 2:21:39 PM,Connected,Magno Grid - E223,01.00.03
00AA08A6,,Normal,Initial/Latest kWh 0 / 14.38,Last Reading: 14.3800 - 12/15/2022 9:33:51 AM,12/15/2022 9:34:08 AM,Connected,Magno Grid - E223,01.00.03
00AA08A8,,Normal,Initial/Latest kWh 0 / 14.8330,Last Reading: 14.8330 - 12/15/2022 5:03:52 PM,12/15/2022 5:04:12 PM,Connected,Magno Grid - E223,01.00.03
00AA08AC,,Normal,Initial/Latest kWh 0 / 17.0760,Last Reading: 17.0760 - 12/15/2022 3:55:36 PM,12/15/2022 3:55:57 PM,Connected,Magno Grid - E223,01.00.06
00AA08B2,,Normal,Initial/Latest kWh 0 / 16.7260,Last Reading: 16.7260 - 12/15/2022 3:13:03 PM,12/15/2022 3:13:24 PM,Connected,Magno Grid - E223,01.00.03
00AA08B6,,Normal,Initial/Latest kWh 0 / 16.2160,Last Reading: 16.2160 - 12/15/2022 4:49:07 PM,12/15/2022 4:49:20 PM,Connected,Magno Grid - E223,01.00.03
400A29D0,,Normal,Initial/Latest kWh 0 / 15.8540,Last Reading: 15.8540 - 12/15/2022 12:42:12 PM,12/15/2022 12:42:24 PM,Connected,Magno Grid - E223,01.00.03
400A29D2,,Normal,Initial/Latest kWh 0 / 27.1650,Last Reading: 27.1650 - 11/30/2022 8:33:08 AM,11/30/2022 8:33:27 AM,Connected,Magno Grid - E223,01.00.03
400A29D4,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:07 PM,Connected,Magno Grid - E223,01.00.03
